isTs	is1stLast	prevCol	del.t	condName
FALSE	e	NA	NA	GSM1594350
FALSE	e	NA	NA	GSM1594351
FALSE	e	NA	NA	GSM1594352
FALSE	e	NA	NA	GSM1594353
FALSE	e	NA	NA	GSM1594354
FALSE	e	NA	NA	GSM1594355
FALSE	e	NA	NA	GSM1594356
FALSE	e	NA	NA	GSM1594357
FALSE	e	NA	NA	GSM1594358
FALSE	e	NA	NA	GSM1594359
FALSE	e	NA	NA	GSM1594360
FALSE	e	NA	NA	GSM1594361
FALSE	e	NA	NA	GSM1594362
FALSE	e	NA	NA	GSM1594363
FALSE	e	NA	NA	GSM1594364
FALSE	e	NA	NA	GSM1594365
FALSE	e	NA	NA	GSM1594366
FALSE	e	NA	NA	GSM1594367
FALSE	e	NA	NA	GSM1594368
FALSE	e	NA	NA	GSM1594369
FALSE	e	NA	NA	GSM1594370
FALSE	e	NA	NA	GSM1594371
FALSE	e	NA	NA	GSM1594372
FALSE	e	NA	NA	GSM1594373
FALSE	e	NA	NA	GSM1594374
FALSE	e	NA	NA	GSM1594375
FALSE	e	NA	NA	GSM1594376
FALSE	e	NA	NA	GSM1594377
FALSE	e	NA	NA	GSM1594378
FALSE	e	NA	NA	GSM1594379
FALSE	e	NA	NA	GSM1594380
FALSE	e	NA	NA	GSM1594381
FALSE	e	NA	NA	GSM1594382
FALSE	e	NA	NA	GSM1594383
FALSE	e	NA	NA	GSM1594384
FALSE	e	NA	NA	GSM1594385
FALSE	e	NA	NA	GSM1594386
FALSE	e	NA	NA	GSM1594387
FALSE	e	NA	NA	GSM1594388
FALSE	e	NA	NA	GSM1594389
FALSE	e	NA	NA	GSM1594390
FALSE	e	NA	NA	GSM1594391
FALSE	e	NA	NA	GSM1594392
FALSE	e	NA	NA	GSM1594393
FALSE	e	NA	NA	GSM1594394
FALSE	e	NA	NA	GSM1594395
FALSE	e	NA	NA	GSM1594396
FALSE	e	NA	NA	GSM1594397
FALSE	e	NA	NA	GSM1594398
FALSE	e	NA	NA	GSM1594399
FALSE	e	NA	NA	GSM1594400
FALSE	e	NA	NA	GSM1594401
FALSE	e	NA	NA	GSM1594402
FALSE	e	NA	NA	GSM1594403
FALSE	e	NA	NA	GSM1594404
FALSE	e	NA	NA	GSM1594405
FALSE	e	NA	NA	GSM1594406
FALSE	e	NA	NA	GSM1594407
FALSE	e	NA	NA	GSM1594408
FALSE	e	NA	NA	GSM1594409
FALSE	e	NA	NA	GSM1594410
FALSE	e	NA	NA	GSM1594411
FALSE	e	NA	NA	GSM1594412
FALSE	e	NA	NA	GSM1594413
FALSE	e	NA	NA	GSM1594414
FALSE	e	NA	NA	GSM1594415
FALSE	e	NA	NA	GSM1594416
FALSE	e	NA	NA	GSM1594417
FALSE	e	NA	NA	GSM1594418
FALSE	e	NA	NA	GSM1594419
FALSE	e	NA	NA	GSM1594420
FALSE	e	NA	NA	GSM1594421
FALSE	e	NA	NA	GSM1594422
FALSE	e	NA	NA	GSM1594423
FALSE	e	NA	NA	GSM1594424
FALSE	e	NA	NA	GSM1594425
FALSE	e	NA	NA	GSM1594426
FALSE	e	NA	NA	GSM1594427
FALSE	e	NA	NA	GSM1594428
FALSE	e	NA	NA	GSM1594429
FALSE	e	NA	NA	GSM1594430
FALSE	e	NA	NA	GSM1594431
FALSE	e	NA	NA	GSM1594432
FALSE	e	NA	NA	GSM1594433
FALSE	e	NA	NA	GSM1594434
FALSE	e	NA	NA	GSM1594435
FALSE	e	NA	NA	GSM1594436
FALSE	e	NA	NA	GSM1594437
FALSE	e	NA	NA	GSM1594438
FALSE	e	NA	NA	GSM1594439
FALSE	e	NA	NA	GSM1594440
FALSE	e	NA	NA	GSM1594441
FALSE	e	NA	NA	GSM1594442
FALSE	e	NA	NA	GSM1594443
FALSE	e	NA	NA	GSM1594444
FALSE	e	NA	NA	GSM1594445
FALSE	e	NA	NA	GSM1594446
FALSE	e	NA	NA	GSM1594447
FALSE	e	NA	NA	GSM1594448
FALSE	e	NA	NA	GSM1594449
FALSE	e	NA	NA	GSM1594450
FALSE	e	NA	NA	GSM1594451
FALSE	e	NA	NA	GSM1594452
FALSE	e	NA	NA	GSM1594453
FALSE	e	NA	NA	GSM1594454
FALSE	e	NA	NA	GSM1594455
FALSE	e	NA	NA	GSM1594456
FALSE	e	NA	NA	GSM1594457
FALSE	e	NA	NA	GSM1594458
FALSE	e	NA	NA	GSM1594459
FALSE	e	NA	NA	GSM1594460
FALSE	e	NA	NA	GSM1594461
FALSE	e	NA	NA	GSM1594462
FALSE	e	NA	NA	GSM1594463
FALSE	e	NA	NA	GSM1594464
FALSE	e	NA	NA	GSM1594465
FALSE	e	NA	NA	GSM1594466
FALSE	e	NA	NA	GSM1594467
FALSE	e	NA	NA	GSM1594468
FALSE	e	NA	NA	GSM1594469
FALSE	e	NA	NA	GSM1594470
FALSE	e	NA	NA	GSM1594471
FALSE	e	NA	NA	GSM1594472
FALSE	e	NA	NA	GSM1594473
FALSE	e	NA	NA	GSM1594474
FALSE	e	NA	NA	GSM1594475
FALSE	e	NA	NA	GSM1594476
FALSE	e	NA	NA	GSM1594477
FALSE	e	NA	NA	GSM1594478
FALSE	e	NA	NA	GSM1594479
FALSE	e	NA	NA	GSM1594480
FALSE	e	NA	NA	GSM1594481
FALSE	e	NA	NA	GSM1594482
FALSE	e	NA	NA	GSM1594483
FALSE	e	NA	NA	GSM1594484
FALSE	e	NA	NA	GSM1594485
FALSE	e	NA	NA	GSM1594486
FALSE	e	NA	NA	GSM1594487
FALSE	e	NA	NA	GSM1594488
FALSE	e	NA	NA	GSM1594489
FALSE	e	NA	NA	GSM1594490
FALSE	e	NA	NA	GSM1594491
FALSE	e	NA	NA	GSM1594492
FALSE	e	NA	NA	GSM1594493
FALSE	e	NA	NA	GSM1594494
FALSE	e	NA	NA	GSM1594495
FALSE	e	NA	NA	GSM1594496
FALSE	e	NA	NA	GSM1594497
FALSE	e	NA	NA	GSM1594498
FALSE	e	NA	NA	GSM1594499
FALSE	e	NA	NA	GSM1594500
FALSE	e	NA	NA	GSM1594501
FALSE	e	NA	NA	GSM1594502
FALSE	e	NA	NA	GSM1594503
FALSE	e	NA	NA	GSM1594504
FALSE	e	NA	NA	GSM1594505
FALSE	e	NA	NA	GSM1594506
FALSE	e	NA	NA	GSM1594507
FALSE	e	NA	NA	GSM1594508
FALSE	e	NA	NA	GSM1594509
FALSE	e	NA	NA	GSM1594510
FALSE	e	NA	NA	GSM1594511
FALSE	e	NA	NA	GSM1594512
FALSE	e	NA	NA	GSM1594513
FALSE	e	NA	NA	GSM1594514
FALSE	e	NA	NA	GSM1594515
FALSE	e	NA	NA	GSM1594516
FALSE	e	NA	NA	GSM1594517
FALSE	e	NA	NA	GSM1594518
FALSE	e	NA	NA	GSM1594519
FALSE	e	NA	NA	GSM1594520
FALSE	e	NA	NA	GSM1594521
FALSE	e	NA	NA	GSM1594522
FALSE	e	NA	NA	GSM1594523
FALSE	e	NA	NA	GSM1594524
FALSE	e	NA	NA	GSM1594525
FALSE	e	NA	NA	GSM1594526
FALSE	e	NA	NA	GSM1594527
FALSE	e	NA	NA	GSM1594528
FALSE	e	NA	NA	GSM1594529
FALSE	e	NA	NA	GSM1594530
FALSE	e	NA	NA	GSM1594531
FALSE	e	NA	NA	GSM1594532
FALSE	e	NA	NA	GSM1594533
FALSE	e	NA	NA	GSM1594534
FALSE	e	NA	NA	GSM1594535
FALSE	e	NA	NA	GSM1594536
FALSE	e	NA	NA	GSM1594537
FALSE	e	NA	NA	GSM1594538
FALSE	e	NA	NA	GSM1594539
FALSE	e	NA	NA	GSM1594540
FALSE	e	NA	NA	GSM1594541
FALSE	e	NA	NA	GSM1594542
FALSE	e	NA	NA	GSM1594543
FALSE	e	NA	NA	GSM1594544
FALSE	e	NA	NA	GSM1594545
FALSE	e	NA	NA	GSM1594546
FALSE	e	NA	NA	GSM1594547
FALSE	e	NA	NA	GSM1594548
FALSE	e	NA	NA	GSM1594549
FALSE	e	NA	NA	GSM1594550
FALSE	e	NA	NA	GSM1594551
FALSE	e	NA	NA	GSM1594552
FALSE	e	NA	NA	GSM1594553
FALSE	e	NA	NA	GSM1594554
FALSE	e	NA	NA	GSM1594555
FALSE	e	NA	NA	GSM1594556
FALSE	e	NA	NA	GSM1594557
FALSE	e	NA	NA	GSM1594558
FALSE	e	NA	NA	GSM1594559
FALSE	e	NA	NA	GSM1594560
FALSE	e	NA	NA	GSM1594561
FALSE	e	NA	NA	GSM1594562
FALSE	e	NA	NA	GSM1594563
FALSE	e	NA	NA	GSM1594564
FALSE	e	NA	NA	GSM1594565
FALSE	e	NA	NA	GSM1594566
FALSE	e	NA	NA	GSM1594567
FALSE	e	NA	NA	GSM1594568
FALSE	e	NA	NA	GSM1594569
FALSE	e	NA	NA	GSM1594570
FALSE	e	NA	NA	GSM1594571
FALSE	e	NA	NA	GSM1594572
FALSE	e	NA	NA	GSM1594573
FALSE	e	NA	NA	GSM1594605
FALSE	e	NA	NA	GSM1594606
FALSE	e	NA	NA	GSM1594607
FALSE	e	NA	NA	GSM1594608
FALSE	e	NA	NA	GSM1594609
FALSE	e	NA	NA	GSM1594610
FALSE	e	NA	NA	GSM1594611
FALSE	e	NA	NA	GSM1594612
FALSE	e	NA	NA	GSM1594613
FALSE	e	NA	NA	GSM1594614
FALSE	e	NA	NA	GSM1594615
FALSE	e	NA	NA	GSM1594616
FALSE	e	NA	NA	GSM1594617
FALSE	e	NA	NA	GSM1594618
FALSE	e	NA	NA	GSM1594619
FALSE	e	NA	NA	GSM1594620
FALSE	e	NA	NA	GSM1594621
FALSE	e	NA	NA	GSM1594622
FALSE	e	NA	NA	GSM1594623
FALSE	e	NA	NA	GSM1594624
FALSE	e	NA	NA	GSM1594625
FALSE	e	NA	NA	GSM1594626
FALSE	e	NA	NA	GSM1594627
FALSE	e	NA	NA	GSM1594628
FALSE	e	NA	NA	GSM1594629
FALSE	e	NA	NA	GSM1594630
FALSE	e	NA	NA	GSM1594631
FALSE	e	NA	NA	GSM1594632
FALSE	e	NA	NA	GSM1594633
FALSE	e	NA	NA	GSM1594634
FALSE	e	NA	NA	GSM1594635
FALSE	e	NA	NA	GSM1594636
FALSE	e	NA	NA	GSM1594637
FALSE	e	NA	NA	GSM1594638
FALSE	e	NA	NA	GSM1594639
FALSE	e	NA	NA	GSM1594640
FALSE	e	NA	NA	GSM1594641
FALSE	e	NA	NA	GSM1594642
FALSE	e	NA	NA	GSM1594643
FALSE	e	NA	NA	GSM1594644
FALSE	e	NA	NA	GSM1594645
FALSE	e	NA	NA	GSM1594646
FALSE	e	NA	NA	GSM1594647
FALSE	e	NA	NA	GSM1594648
FALSE	e	NA	NA	GSM1594649
FALSE	e	NA	NA	GSM1594650
FALSE	e	NA	NA	GSM1594651
FALSE	e	NA	NA	GSM1594652
FALSE	e	NA	NA	GSM1594653
FALSE	e	NA	NA	GSM1594654
FALSE	e	NA	NA	GSM1594655
FALSE	e	NA	NA	GSM1594656
FALSE	e	NA	NA	GSM1594657
FALSE	e	NA	NA	GSM1594658
FALSE	e	NA	NA	GSM1594659
FALSE	e	NA	NA	GSM1594660
FALSE	e	NA	NA	GSM1594661
FALSE	e	NA	NA	GSM1594662
FALSE	e	NA	NA	GSM1594663
FALSE	e	NA	NA	GSM1594664
FALSE	e	NA	NA	GSM1594665
FALSE	e	NA	NA	GSM1594666
FALSE	e	NA	NA	GSM1594667
FALSE	e	NA	NA	GSM1594668
FALSE	e	NA	NA	GSM1594669
FALSE	e	NA	NA	GSM1594670
FALSE	e	NA	NA	GSM1594671
FALSE	e	NA	NA	GSM1594672
FALSE	e	NA	NA	GSM1594673
FALSE	e	NA	NA	GSM1594674
FALSE	e	NA	NA	GSM1594675
FALSE	e	NA	NA	GSM1594676
FALSE	e	NA	NA	GSM1594677
FALSE	e	NA	NA	GSM1594678
FALSE	e	NA	NA	GSM1594679
FALSE	e	NA	NA	GSM1594680
FALSE	e	NA	NA	GSM1594681
FALSE	e	NA	NA	GSM1594682
FALSE	e	NA	NA	GSM1594683
FALSE	e	NA	NA	GSM1594684
FALSE	e	NA	NA	GSM1594685
FALSE	e	NA	NA	GSM1594686
FALSE	e	NA	NA	GSM1594687
FALSE	e	NA	NA	GSM1594688
FALSE	e	NA	NA	GSM1594689
FALSE	e	NA	NA	GSM1594690
FALSE	e	NA	NA	GSM1594691
FALSE	e	NA	NA	GSM1594692
FALSE	e	NA	NA	GSM1594693
FALSE	e	NA	NA	GSM1594694
FALSE	e	NA	NA	GSM1594695
FALSE	e	NA	NA	GSM1594696
FALSE	e	NA	NA	GSM1594697
FALSE	e	NA	NA	GSM1594698
FALSE	e	NA	NA	GSM1594699
FALSE	e	NA	NA	GSM1594700
FALSE	e	NA	NA	GSM1594701
FALSE	e	NA	NA	GSM1594702
FALSE	e	NA	NA	GSM1594703
FALSE	e	NA	NA	GSM1594704
FALSE	e	NA	NA	GSM1594705
FALSE	e	NA	NA	GSM1594706
FALSE	e	NA	NA	GSM1594707
FALSE	e	NA	NA	GSM1594708
FALSE	e	NA	NA	GSM1594709
FALSE	e	NA	NA	GSM1594710
FALSE	e	NA	NA	GSM1594711
FALSE	e	NA	NA	GSM1594712
FALSE	e	NA	NA	GSM1594713
FALSE	e	NA	NA	GSM1594714
FALSE	e	NA	NA	GSM1594715
FALSE	e	NA	NA	GSM1594716
FALSE	e	NA	NA	GSM1594717
FALSE	e	NA	NA	GSM1594718
FALSE	e	NA	NA	GSM1594719
FALSE	e	NA	NA	GSM1594720
FALSE	e	NA	NA	GSM1594721
FALSE	e	NA	NA	GSM1594722
FALSE	e	NA	NA	GSM1594723
FALSE	e	NA	NA	GSM1594724
FALSE	e	NA	NA	GSM1594725
FALSE	e	NA	NA	GSM1594726
FALSE	e	NA	NA	GSM1594727
FALSE	e	NA	NA	GSM1594728
FALSE	e	NA	NA	GSM1594729
FALSE	e	NA	NA	GSM1594730
FALSE	e	NA	NA	GSM1594731
FALSE	e	NA	NA	GSM1594732
FALSE	e	NA	NA	GSM1594733
FALSE	e	NA	NA	GSM1594734
FALSE	e	NA	NA	GSM1594735
FALSE	e	NA	NA	GSM1594736
FALSE	e	NA	NA	GSM1594737
FALSE	e	NA	NA	GSM1594738
FALSE	e	NA	NA	GSM1594739
FALSE	e	NA	NA	GSM1594740
FALSE	e	NA	NA	GSM1594741
FALSE	e	NA	NA	GSM1594742
FALSE	e	NA	NA	GSM1594743
FALSE	e	NA	NA	GSM1594744
FALSE	e	NA	NA	GSM1594745
FALSE	e	NA	NA	GSM1594746
FALSE	e	NA	NA	GSM1594747
FALSE	e	NA	NA	GSM1594748
FALSE	e	NA	NA	GSM1594749
FALSE	e	NA	NA	GSM1594750
FALSE	e	NA	NA	GSM1594751
FALSE	e	NA	NA	GSM1594752
FALSE	e	NA	NA	GSM1594753
FALSE	e	NA	NA	GSM1594754
FALSE	e	NA	NA	GSM1594755
FALSE	e	NA	NA	GSM1594756
FALSE	e	NA	NA	GSM1594757
FALSE	e	NA	NA	GSM1594758
FALSE	e	NA	NA	GSM1594759
FALSE	e	NA	NA	GSM1594760
FALSE	e	NA	NA	GSM1594761
FALSE	e	NA	NA	GSM1594762
FALSE	e	NA	NA	GSM1594763
FALSE	e	NA	NA	GSM1594764
FALSE	e	NA	NA	GSM1594765
FALSE	e	NA	NA	GSM1594766
FALSE	e	NA	NA	GSM1594767
FALSE	e	NA	NA	GSM1594768
FALSE	e	NA	NA	GSM1594769
FALSE	e	NA	NA	GSM1594770
FALSE	e	NA	NA	GSM1594771
FALSE	e	NA	NA	GSM1594772
FALSE	e	NA	NA	GSM1594773
FALSE	e	NA	NA	GSM1594774
FALSE	e	NA	NA	GSM1594775
FALSE	e	NA	NA	GSM1594776
FALSE	e	NA	NA	GSM1594777
FALSE	e	NA	NA	GSM1594778
FALSE	e	NA	NA	GSM1594779
FALSE	e	NA	NA	GSM1594780
FALSE	e	NA	NA	GSM1594781
FALSE	e	NA	NA	GSM1594782
FALSE	e	NA	NA	GSM1594783
FALSE	e	NA	NA	GSM1594784
FALSE	e	NA	NA	GSM1594785
FALSE	e	NA	NA	GSM1594786
FALSE	e	NA	NA	GSM1594787
FALSE	e	NA	NA	GSM1594788
FALSE	e	NA	NA	GSM1594789
FALSE	e	NA	NA	GSM1594790
FALSE	e	NA	NA	GSM1594791
FALSE	e	NA	NA	GSM1594792
FALSE	e	NA	NA	GSM1594793
FALSE	e	NA	NA	GSM1594794
FALSE	e	NA	NA	GSM1594795
FALSE	e	NA	NA	GSM1594796
FALSE	e	NA	NA	GSM1594797
FALSE	e	NA	NA	GSM1594798
FALSE	e	NA	NA	GSM1594799
FALSE	e	NA	NA	GSM1594800
FALSE	e	NA	NA	GSM1594801
FALSE	e	NA	NA	GSM1594802
FALSE	e	NA	NA	GSM1594803
FALSE	e	NA	NA	GSM1594804
FALSE	e	NA	NA	GSM1594805
FALSE	e	NA	NA	GSM1594806
FALSE	e	NA	NA	GSM1594807
FALSE	e	NA	NA	GSM1594808
FALSE	e	NA	NA	GSM1594809
FALSE	e	NA	NA	GSM1594810
FALSE	e	NA	NA	GSM1594811
FALSE	e	NA	NA	GSM1594812
FALSE	e	NA	NA	GSM1594813
FALSE	e	NA	NA	GSM1594814
FALSE	e	NA	NA	GSM1594815
FALSE	e	NA	NA	GSM1594816
FALSE	e	NA	NA	GSM1594817
FALSE	e	NA	NA	GSM1594818
FALSE	e	NA	NA	GSM1594819
FALSE	e	NA	NA	GSM1594820
FALSE	e	NA	NA	GSM1594821
FALSE	e	NA	NA	GSM1594822
FALSE	e	NA	NA	GSM1594823
FALSE	e	NA	NA	GSM1594824
FALSE	e	NA	NA	GSM1594825
FALSE	e	NA	NA	GSM1594826
FALSE	e	NA	NA	GSM1594827
FALSE	e	NA	NA	GSM1594828
FALSE	e	NA	NA	GSM1594829
FALSE	e	NA	NA	GSM1594830
FALSE	e	NA	NA	GSM1594831
FALSE	e	NA	NA	GSM1594832
FALSE	e	NA	NA	GSM1594833
FALSE	e	NA	NA	GSM1594834
FALSE	e	NA	NA	GSM1594835
FALSE	e	NA	NA	GSM1594836
FALSE	e	NA	NA	GSM1594837
FALSE	e	NA	NA	GSM1594838
FALSE	e	NA	NA	GSM1594839
FALSE	e	NA	NA	GSM1594840
FALSE	e	NA	NA	GSM1594841
FALSE	e	NA	NA	GSM1594842
FALSE	e	NA	NA	GSM1594843
FALSE	e	NA	NA	GSM1594844
FALSE	e	NA	NA	GSM1594845
FALSE	e	NA	NA	GSM1594846
FALSE	e	NA	NA	GSM1594847
FALSE	e	NA	NA	GSM1594848
FALSE	e	NA	NA	GSM1594849
FALSE	e	NA	NA	GSM1594850
FALSE	e	NA	NA	GSM1594851
FALSE	e	NA	NA	GSM1594852
FALSE	e	NA	NA	GSM1594853
FALSE	e	NA	NA	GSM1594854
FALSE	e	NA	NA	GSM1594855
FALSE	e	NA	NA	GSM1594856
FALSE	e	NA	NA	GSM1594857
FALSE	e	NA	NA	GSM1594858
FALSE	e	NA	NA	GSM1594859
FALSE	e	NA	NA	GSM1594860
FALSE	e	NA	NA	GSM1594861
FALSE	e	NA	NA	GSM1594862
FALSE	e	NA	NA	GSM1594863
FALSE	e	NA	NA	GSM1594864
FALSE	e	NA	NA	GSM1594865
FALSE	e	NA	NA	GSM1594866
FALSE	e	NA	NA	GSM1594867
FALSE	e	NA	NA	GSM1594868
FALSE	e	NA	NA	GSM1594869
FALSE	e	NA	NA	GSM1594870
FALSE	e	NA	NA	GSM1594871
FALSE	e	NA	NA	GSM1594872
FALSE	e	NA	NA	GSM1594873
FALSE	e	NA	NA	GSM1594874
FALSE	e	NA	NA	GSM1594875
FALSE	e	NA	NA	GSM1594876
FALSE	e	NA	NA	GSM1594877
FALSE	e	NA	NA	GSM1594878
FALSE	e	NA	NA	GSM1594879
FALSE	e	NA	NA	GSM1594880
FALSE	e	NA	NA	GSM1594881
FALSE	e	NA	NA	GSM1594882
FALSE	e	NA	NA	GSM1594883
FALSE	e	NA	NA	GSM1594884
FALSE	e	NA	NA	GSM1594885
FALSE	e	NA	NA	GSM1594886
FALSE	e	NA	NA	GSM1594887
FALSE	e	NA	NA	GSM1594888
FALSE	e	NA	NA	GSM1594889
FALSE	e	NA	NA	GSM1594890
FALSE	e	NA	NA	GSM1594891
FALSE	e	NA	NA	GSM1594892
FALSE	e	NA	NA	GSM1594893
FALSE	e	NA	NA	GSM1594894
FALSE	e	NA	NA	GSM1594895
FALSE	e	NA	NA	GSM1594896
FALSE	e	NA	NA	GSM1594897
FALSE	e	NA	NA	GSM1594898
FALSE	e	NA	NA	GSM1594899
FALSE	e	NA	NA	GSM1594900
FALSE	e	NA	NA	GSM1594901
FALSE	e	NA	NA	GSM1594902
FALSE	e	NA	NA	GSM1594903
FALSE	e	NA	NA	GSM1594904
FALSE	e	NA	NA	GSM1594905
FALSE	e	NA	NA	GSM1594906
FALSE	e	NA	NA	GSM1594907
FALSE	e	NA	NA	GSM1594908
FALSE	e	NA	NA	GSM1594909
FALSE	e	NA	NA	GSM1594910
FALSE	e	NA	NA	GSM1594911
FALSE	e	NA	NA	GSM1594912
FALSE	e	NA	NA	GSM1594913
FALSE	e	NA	NA	GSM1594914
FALSE	e	NA	NA	GSM1594915
FALSE	e	NA	NA	GSM1594916
FALSE	e	NA	NA	GSM1594917
FALSE	e	NA	NA	GSM1594918
FALSE	e	NA	NA	GSM1594919
FALSE	e	NA	NA	GSM1594920
FALSE	e	NA	NA	GSM1594921
FALSE	e	NA	NA	GSM1594922
FALSE	e	NA	NA	GSM1594923
FALSE	e	NA	NA	GSM1594924
FALSE	e	NA	NA	GSM1594925
FALSE	e	NA	NA	GSM1594926
FALSE	e	NA	NA	GSM1594927
FALSE	e	NA	NA	GSM1594928
FALSE	e	NA	NA	GSM1594929
FALSE	e	NA	NA	GSM1594930
FALSE	e	NA	NA	GSM1594931
FALSE	e	NA	NA	GSM1594932
FALSE	e	NA	NA	GSM1594933
FALSE	e	NA	NA	GSM1594934
FALSE	e	NA	NA	GSM1594935
FALSE	e	NA	NA	GSM1594936
FALSE	e	NA	NA	GSM1594937
FALSE	e	NA	NA	GSM1594938
FALSE	e	NA	NA	GSM1594939
FALSE	e	NA	NA	GSM1594940
FALSE	e	NA	NA	GSM1594941
FALSE	e	NA	NA	GSM1594942
FALSE	e	NA	NA	GSM1594943
FALSE	e	NA	NA	GSM1594944
FALSE	e	NA	NA	GSM1594945
FALSE	e	NA	NA	GSM1594946
FALSE	e	NA	NA	GSM1594947
FALSE	e	NA	NA	GSM1594948
FALSE	e	NA	NA	GSM1594949
FALSE	e	NA	NA	GSM1594950
FALSE	e	NA	NA	GSM1594951
FALSE	e	NA	NA	GSM1594952
FALSE	e	NA	NA	GSM1594953
FALSE	e	NA	NA	GSM1594954
FALSE	e	NA	NA	GSM1594955
FALSE	e	NA	NA	GSM1594956
FALSE	e	NA	NA	GSM1594957
FALSE	e	NA	NA	GSM1594958
FALSE	e	NA	NA	GSM1594959
FALSE	e	NA	NA	GSM1594960
FALSE	e	NA	NA	GSM1594961
FALSE	e	NA	NA	GSM1594962
FALSE	e	NA	NA	GSM1594963
FALSE	e	NA	NA	GSM1594964
FALSE	e	NA	NA	GSM1594965
FALSE	e	NA	NA	GSM1594966
FALSE	e	NA	NA	GSM1594967
FALSE	e	NA	NA	GSM1594968
FALSE	e	NA	NA	GSM1594969
FALSE	e	NA	NA	GSM1594970
FALSE	e	NA	NA	GSM1594971
FALSE	e	NA	NA	GSM1594972
FALSE	e	NA	NA	GSM1594973
FALSE	e	NA	NA	GSM1594974
FALSE	e	NA	NA	GSM1594975
FALSE	e	NA	NA	GSM1594976
FALSE	e	NA	NA	GSM1594977
FALSE	e	NA	NA	GSM1594978
FALSE	e	NA	NA	GSM1594979
FALSE	e	NA	NA	GSM1594980
FALSE	e	NA	NA	GSM1594981
FALSE	e	NA	NA	GSM1594982
FALSE	e	NA	NA	GSM1594983
FALSE	e	NA	NA	GSM1594984
FALSE	e	NA	NA	GSM1594985
FALSE	e	NA	NA	GSM1594986
FALSE	e	NA	NA	GSM1594987
FALSE	e	NA	NA	GSM1594988
FALSE	e	NA	NA	GSM1594989
FALSE	e	NA	NA	GSM1594990
FALSE	e	NA	NA	GSM1594991
FALSE	e	NA	NA	GSM1594992
FALSE	e	NA	NA	GSM1594993
FALSE	e	NA	NA	GSM1594994
FALSE	e	NA	NA	GSM1594995
FALSE	e	NA	NA	GSM1594996
FALSE	e	NA	NA	GSM1594997
